scenario,population_group,activity_purpose,departure_period,origin_tcs_zone,distance_band,tour_leg_count,candidate_tours,candidate_legs,ideal_taxi_legs,allocated_taxi_leg_quota,quota_remainder,selected_tours,selected_taxi_legs
low,resident,social,04_night_2000_2359,4,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,4,02_5_10km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,social,04_night_2000_2359,4,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,6,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,7,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,7,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,social,04_night_2000_2359,8,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,8,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,social,04_night_2000_2359,8,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,9,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,social,04_night_2000_2359,9,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,9,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,10,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,10,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,social,04_night_2000_2359,13,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,14,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,social,04_night_2000_2359,14,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,16,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,18,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,18,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,social,04_night_2000_2359,19,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,20,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,21,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,22,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social,04_night_2000_2359,24,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,social>dining,01_morning_0600_0959,1,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,01_morning_0600_0959,1,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,01_morning_0600_0959,2,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,01_morning_0600_0959,3,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,01_morning_0600_0959,4,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,01_morning_0600_0959,7,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,01_morning_0600_0959,7,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,01_morning_0600_0959,8,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,01_morning_0600_0959,9,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,01_morning_0600_0959,11,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,01_morning_0600_0959,19,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,01_morning_0600_0959,21,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,1,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,1,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,02_midday_1000_1559,2,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,2,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,3,03_10_20km,3,9,27,20.758403361344538,21,0.7584033613445378,7,21
low,resident,social>dining,02_midday_1000_1559,3,04_20km_plus,3,4,12,9.225957049486462,9,0.22595704948646222,3,9
low,resident,social>dining,02_midday_1000_1559,4,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,4,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,5,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,6,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,6,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,7,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,02_midday_1000_1559,8,02_5_10km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,02_midday_1000_1559,8,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,02_midday_1000_1559,8,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,9,03_10_20km,3,5,15,11.532446311858076,11,0.5324463118580756,4,12
low,resident,social>dining,02_midday_1000_1559,9,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,10,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,10,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,11,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,11,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,13,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,14,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,02_midday_1000_1559,15,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,15,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,17,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,18,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,18,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,19,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,19,04_20km_plus,3,6,18,13.838935574229692,14,0.8389355742296924,5,15
low,resident,social>dining,02_midday_1000_1559,20,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,02_midday_1000_1559,21,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,22,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,02_midday_1000_1559,22,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,1,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,3,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,3,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,03_evening_peak_1600_1959,3,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,03_evening_peak_1600_1959,4,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,4,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,5,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,5,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,7,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,7,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,8,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,8,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,03_evening_peak_1600_1959,8,03_10_20km,3,4,12,9.225957049486462,9,0.22595704948646222,3,9
low,resident,social>dining,03_evening_peak_1600_1959,8,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,9,02_5_10km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,03_evening_peak_1600_1959,9,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,03_evening_peak_1600_1959,9,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,10,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,10,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,11,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,12,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,12,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,13,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,14,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,14,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,03_evening_peak_1600_1959,19,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,03_evening_peak_1600_1959,19,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,03_evening_peak_1600_1959,19,04_20km_plus,3,5,15,11.532446311858076,11,0.5324463118580756,4,12
low,resident,social>dining,03_evening_peak_1600_1959,20,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,03_evening_peak_1600_1959,21,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>dining,03_evening_peak_1600_1959,24,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,04_night_2000_2359,3,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>dining,04_night_2000_2359,8,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,04_night_2000_2359,9,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,04_night_2000_2359,14,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>dining,04_night_2000_2359,19,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,1,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,3,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,01_morning_0600_0959,3,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,4,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,4,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,5,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,7,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,8,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,01_morning_0600_0959,9,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,10,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,11,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,01_morning_0600_0959,20,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,01_morning_0600_0959,24,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,1,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,2,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,3,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>leisure,02_midday_1000_1559,3,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>leisure,02_midday_1000_1559,4,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>leisure,02_midday_1000_1559,5,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,5,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,6,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,7,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,7,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>leisure,02_midday_1000_1559,8,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,8,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,social>leisure,02_midday_1000_1559,9,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,9,04_20km_plus,3,4,12,9.225957049486462,9,0.22595704948646222,3,9
low,resident,social>leisure,02_midday_1000_1559,10,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,10,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,10,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,11,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,11,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,12,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,12,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,13,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,social>leisure,02_midday_1000_1559,13,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,14,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,15,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,social>leisure,02_midday_1000_1559,16,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
