bus_stop_facility,metro_stop_facility,distance_m,transfer_time_s
bus_stop_900000220911_015_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010046_019_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010047_021_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010048_007_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010073_011_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010074_018_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010089_012_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010090_017_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010107_012_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010108_026_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010302_023_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010303_004_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010304_014_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010305_016_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010337_026_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010338_015_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010365_023_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010366_024_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010380_015_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_350100010491_025_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_350100010493_006_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_900000094001_027_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_900000094002_006_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_900000167351_003_BV10901468,metro_stop_350100020746_010_BV10210920,221.638,244.698
bus_stop_900000167352_011_BV10901468,metro_stop_350100020746_010_BV10210920,226.806,249.005
bus_stop_900000107418_006_BV11361001,metro_stop_350100020746_011_BV10210919,254.067,271.722
bus_stop_900000107419_014_BV11361001,metro_stop_350100020746_011_BV10210919,256.313,273.594
bus_stop_350100010018_006_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010018_007_BV10208548,metro_stop_350100020746_011_BV10210919,248.894,267.412
bus_stop_350100010027_021_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010028_014_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010028_015_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010031_016_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010031_017_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010032_020_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010046_016_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010046_017_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010047_023_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010048_004_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010048_005_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010061_006_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010062_024_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010062_025_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010101_011_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010101_012_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010102_022_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010157_006_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010157_007_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010158_028_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010213_026_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010213_027_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010217_007_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010228_015_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010228_016_BV10208548,metro_stop_350100020746_011_BV10210919,248.894,267.412
bus_stop_350100010230_018_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010262_021_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010278_017_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010279_015_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010279_016_BV10208548,metro_stop_350100020746_011_BV10210919,248.894,267.412
bus_stop_350100010286_011_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010287_018_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010287_019_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010295_003_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010296_029_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010296_030_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010299_018_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010320_006_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010320_007_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010321_024_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010351_011_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010351_012_BV10208548,metro_stop_350100020746_011_BV10210919,248.894,267.412
bus_stop_350100010380_017_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010405_023_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_350100010406_011_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010406_012_BV10208548,metro_stop_350100020746_011_BV10210919,248.894,267.412
bus_stop_350100010437_025_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_350100010437_026_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010438_004_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_900000107418_007_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_900000107418_008_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_900000107419_012_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_900000146207_006_BV10208554,metro_stop_350100020746_011_BV10210919,289.288,301.073
bus_stop_900000149278_003_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_900000187569_015_BV10208548,metro_stop_350100020746_011_BV10210919,287.143,299.286
bus_stop_900000187570_003_BV10208548,metro_stop_350100020746_011_BV10210919,244.04,263.367
bus_stop_350100010508_034_BV11536673,metro_stop_350100020746_012_BV10210918,197.207,224.339
bus_stop_350100010258_017_BV10209359,metro_stop_350100020746_012_BV10210918,44.005,96.671
bus_stop_350100010259_012_BV10209359,metro_stop_350100020746_012_BV10210918,13.93,90.0
bus_stop_350100010508_035_BV10209359,metro_stop_350100020746_012_BV10210918,13.93,90.0
bus_stop_350100010510_005_BV10209359,metro_stop_350100020746_012_BV10210918,44.005,96.671
bus_stop_900000128846_018_BV10209359,metro_stop_350100020746_012_BV10210918,44.005,96.671
bus_stop_900000128847_001_BV10209359,metro_stop_350100020746_012_BV10210918,44.005,96.671
bus_stop_900000242114_014_BV10209359,metro_stop_350100020746_012_BV10210918,44.005,96.671
bus_stop_900000242133_001_BV10209359,metro_stop_350100020746_012_BV10210918,44.005,96.671
bus_stop_350100010028_009_BV09241381,metro_stop_350100020746_013_BV10210917,117.815,158.179
bus_stop_350100010046_010_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010046_011_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010072_012_BV09241381,metro_stop_350100020746_013_BV10210917,117.815,158.179
bus_stop_350100010099_043_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010100_002_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010100_003_BV09241381,metro_stop_350100020746_013_BV10210917,117.815,158.179
bus_stop_350100010111_002_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010111_003_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010112_031_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010145_008_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010149_009_BV09241381,metro_stop_350100020746_013_BV10210917,117.815,158.179
bus_stop_350100010228_010_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010232_012_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010239_009_BV09241381,metro_stop_350100020746_013_BV10210917,117.815,158.179
bus_stop_350100010258_015_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010279_009_BV11678942,metro_stop_350100020746_013_BV10210917,94.55,138.792
bus_stop_350100010279_010_BV11668045,metro_stop_350100020746_013_BV10210917,117.815,158.179
bus_stop_350100010304_002_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010304_003_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010305_030_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010332_009_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010345_024_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010346_002_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010346_003_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010354_010_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010354_011_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_350100010380_024_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010439_010_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010440_027_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010508_038_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_350100010510_002_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010510_003_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_900000118768_010_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_900000118769_004_BV11678942,metro_stop_350100020746_013_BV10210917,124.343,163.619
bus_stop_900000169184_007_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_900000183432_011_BV09241381,metro_stop_350100020746_013_BV10210917,95.504,139.587
bus_stop_900000220797_004_BV09103244,metro_stop_350100020746_013_BV10210917,91.091,135.909
bus_stop_900000220798_006_BV09103244,metro_stop_350100020746_013_BV10210917,130.504,168.754
bus_stop_350100010071_030_BV11678941,metro_stop_350100020746_013_BV10210917,267.252,282.71
bus_stop_350100010072_011_BV11678941,metro_stop_350100020746_013_BV10210917,259.919,276.599
bus_stop_350100010228_009_BV11678941,metro_stop_350100020746_013_BV10210917,259.919,276.599
bus_stop_350100010230_025_BV11678941,metro_stop_350100020746_013_BV10210917,267.252,282.71
bus_stop_350100010439_009_BV11678941,metro_stop_350100020746_013_BV10210917,259.919,276.599
bus_stop_350100010440_028_BV11678941,metro_stop_350100020746_013_BV10210917,267.252,282.71
bus_stop_900000118768_009_BV11678941,metro_stop_350100020746_013_BV10210917,259.919,276.599
bus_stop_900000118769_005_BV11678941,metro_stop_350100020746_013_BV10210917,267.252,282.71
bus_stop_350100010027_027_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010071_029_BV09241381,metro_stop_350100020746_013_BV10210917,143.631,179.692
bus_stop_350100010099_042_BV09241381,metro_stop_350100020746_013_BV10210917,143.631,179.692
bus_stop_350100010112_030_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010146_025_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010150_020_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010230_024_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010235_034_BV09241381,metro_stop_350100020746_013_BV10210917,143.631,179.692
bus_stop_350100010247_021_BV09241381,metro_stop_350100020746_013_BV10210917,143.631,179.692
bus_stop_350100010259_014_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010278_023_BV11668045,metro_stop_350100020746_013_BV10210917,143.631,179.692
bus_stop_350100010305_029_BV09241381,metro_stop_350100020746_013_BV10210917,143.631,179.692
bus_stop_350100010331_023_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010345_023_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010355_032_BV11668045,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010380_023_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_350100010508_037_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_900000169185_008_BV09241381,metro_stop_350100020746_013_BV10210917,166.417,198.681
bus_stop_900000183431_001_BV09241381,metro_stop_350100020746_013_BV10210917,157.021,190.851
bus_stop_350100010046_006_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_350100010239_006_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_350100010332_006_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_350100010347_006_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_350100010629_036_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_900000037276_003_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_900000118761_009_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_900000240970_007_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_900000241115_007_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_900000254108_004_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_900000254119_003_BV10935438,metro_stop_350100020746_014_BV10210916,292.602,303.835
bus_stop_350100010028_007_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_350100010097_035_BV09094649,metro_stop_350100020746_014_BV10210916,123.115,162.596
bus_stop_350100010098_006_BV09094649,metro_stop_350100020746_014_BV10210916,133.111,170.926
bus_stop_350100010239_007_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_350100010247_024_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_350100010331_026_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_350100010332_007_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_350100010348_027_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_350100010380_028_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_350100010628_005_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_350100010629_037_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_900000037276_004_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_900000037277_018_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_900000118762_008_BV10935438,metro_stop_350100020746_014_BV10210916,136.966,174.139
bus_stop_900000146910_008_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_900000169184_006_BV11156205,metro_stop_350100020746_014_BV10210916,134.165,171.804
bus_stop_900000215287_003_BV09094649,metro_stop_350100020746_014_BV10210916,123.115,162.596
bus_stop_900000215288_019_BV09094649,metro_stop_350100020746_014_BV10210916,133.111,170.926
